,ABEV3.SA,ALPA4.SA,AMER3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,POSI3.SA,PRIO3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2025-02-03,11.029999732971191,6.309999942779541,6.420000076293945,6.860000133514404,4.340000152587891,11.15999984741211,27.610000610351562,10.99275016784668,12.051024436950684,39.029998779296875,4.820000171661377,32.0,6.849999904632568,16.639999389648438,21.549999237060547,13.109999656677246,3.2899999618530273,11.220000267028809,11.1899995803833,5.340000152587891,1.399999976158142,34.630001068115234,9.779999732971191,6.360000133514404,7.800000190734863,9.029999732971191,1.9800000190734863,20.690000534057617,5.889999866485596,5.139999866485596,36.310001373291016,36.54999923706055,40.25,59.41999816894531,11.949999809265137,40.33000183105469,30.139999389648438,12.710000038146973,11.880000114440918,17.479999542236328,9.829999923706055,1.6399999856948853,2.440000057220459,18.75,18.639999389648438,52.560001373291016,9.430000305175781,33.47999954223633,35.63999938964844,3.890000104904175,22.540000915527344,4.210000038146973,13.5600004196167,7.21999979019165,3.75,15.100000381469727,5.590000152587891,22.610000610351562,13.529999732971191,12.720000267028809,2.6500000953674316,41.13999938964844,37.5,5.730000019073486,41.22999954223633,1.8600000143051147,20.530000686645508,18.649999618530273,31.479999542236328,25.829999923706055,96.19000244140625,62.45000076293945,33.45000076293945,15.800000190734863,34.25,16.75,5.53000020980835,54.209999084472656,16.649999618530273,51.54999923706055,53.900001525878906,10.289999961853027
