,ABEV3.SA,ALPA4.SA,AMER3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BPAN4.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CASH3.SA,CCRO3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,ECOR3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,GOLL4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,JHSF3.SA,KLBN11.SA,LIGT3.SA,LREN3.SA,MGLU3.SA,MOVI3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,MYPK3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,POSI3.SA,PRIO3.SA,QUAL3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2025-02-06,10.859999656677246,6.429999828338623,6.199999809265137,6.980000019073486,3.930000066757202,11.220000267028809,28.149999618530273,11.229999542236328,12.479999542236328,39.72999954223633,4.659999847412109,32.099998474121094,6.940000057220459,16.829999923706055,21.170000076293945,13.329999923706055,3.9000000953674316,11.220000267028809,10.960000038146973,5.460000038146973,1.5,34.09000015258789,9.859999656677246,6.260000228881836,7.650000095367432,9.0600004196167,1.8899999856948853,21.0,6.090000152587891,5.210000038146973,35.880001068115234,35.5,39.40999984741211,64.5,11.90999984741211,40.86000061035156,30.700000762939453,12.800000190734863,11.479999542236328,17.09000015258789,9.5600004196167,1.5299999713897705,2.2699999809265137,19.0,18.84000015258789,52.849998474121094,9.619999885559082,34.16999816894531,35.709999084472656,3.940000057220459,21.59000015258789,4.050000190734863,13.319999694824219,7.389999866485596,3.4800000190734863,15.229999542236328,5.619999885559082,22.260000228881836,13.600000381469727,13.09000015258789,2.6500000953674316,39.970001220703125,36.790000915527344,5.559999942779541,40.56999969482422,1.7799999713897705,20.0,18.8700008392334,31.889999389648438,27.0,97.7699966430664,60.09000015258789,33.18000030517578,15.5,32.65999984741211,16.399999618530273,5.599999904632568,55.130001068115234,16.3700008392334,51.02000045776367,54.529998779296875,10.390000343322754
